,city,city_name,state_code,n_restaurants,n_cuisine,n_cuisine_mexican,n_cuisine_pizza,n_cuisine_american,n_cuisine_japanese,n_cuisine_thai,n_cuisine_sushi,n_cuisine_italian,n_cuisine_chinese,n_cuisine_korean,n_cuisine_burger,n_cuisine_mediterranean,n_cuisine_breakfast,n_cuisine_seafood,n_cuisine_asian,n_cuisine_indian,n_cuisine_barbecue,n_cuisine_sandwich,n_cuisine_steak_house,n_cuisine_vietnamese,n_cuisine_noodle,n_cuisine_chicken,n_cuisine_ramen,n_cuisine_french,n_cuisine_pasta,n_cuisine_filipino,n_cuisine_coffee_shop,n_cuisine_salad,n_cuisine_pancake,n_cuisine_peruvian,n_cuisine_hawaiian,n_cuisine_greek,n_cuisine_regional,n_cuisine_poke,n_cuisine_lebanese,n_cuisine_kebab,n_cuisine_fish,n_cuisine_spanish,n_cuisine_diner,n_cuisine_tacos,n_cuisine_dessert,n_cuisine_deli,n_cuisine_ice_cream,n_cuisine_brazilian,n_cuisine_middle_eastern,n_cuisine_tex-mex,n_cuisine_lunch,n_cuisine_grill,n_cuisine_brunch,n_cuisine_southern,n_cuisine_italian_pizza,n_cuisine_latin_american,n_cuisine_wings,n_cuisine_german,n_cuisine_steak,n_cuisine_bagel,n_cuisine_tapas,n_cuisine_fish_and_chips,n_cuisine_international,n_cuisine_jamaican,n_cuisine_turkish,n_cuisine_cajun,n_cuisine_soup,n_cuisine_buffet,n_cuisine_donut,n_cuisine_mongolian_grill,n_cuisine_caribbean,n_cuisine_hot_dog,n_cuisine_bar_and_grill,n_venues,n_venue_type,n_venue_bar,n_venue_fitness_centre,n_venue_theatre,n_venue_sports_centre,n_venue_cinema,n_venue_public_bookcase,n_venue_pub,n_venue_nightclub,n_venue_arts_centre,n_venue_stadium,n_venue_public_building,n_venue_casino,n_cafe,n_cafe_cuisine,n_cafe_brand,n_cafe_brand_Starbucks,n_cafe_brand_Dunkin',n_cafe_amenity_cafe,n_cafe_amenity_fast_food,n_cafe_cuisine_coffee_shop,n_cafe_cuisine_bubble_tea,n_cafe_cuisine_donut,n_cafe_cuisine_sandwich,n_cafe_cuisine_breakfast,n_cafe_cuisine_american,n_cafe_cuisine_coffee,n_cafe_cuisine_pastry,n_cafe_cuisine_tea,n_cafe_cuisine_dessert,n_cafe_cuisine_bagel,n_cafe_cuisine_ice_cream,n_cafe_brand_Tim_Hortons,n_cafe_brand_Dutch_Bros._Coffee
173,"Rockford, IL",Rockford,IL,115,31.0,8.0,8.0,10.0,2.0,3.0,4.0,7.0,1.0,0.0,5.0,0.0,3.0,3.0,2.0,0.0,3.0,5.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,10.0,21.0,9.0,4.0,8.0,1.0,0.0,10.0,1.0,2.0,2.0,0.0,2.0,23,5,3,5.0,2.0,21.0,2.0,12.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,"Bridgeport, CT",Bridgeport,CT,122,30.0,12.0,21.0,7.0,1.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,47,10.0,13.0,5.0,5.0,4.0,2.0,0.0,8.0,1.0,3.0,5.0,1.0,0.0,24,5,2,1.0,8.0,11.0,8.0,14.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,"Syracuse, NY",Syracuse,NY,27,14.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,5.0,1.0,4.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,4,0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,"Savannah, GA",Savannah,GA,160,38.0,13.0,13.0,13.0,4.0,4.0,1.0,3.0,5.0,1.0,1.0,2.0,0.0,11.0,3.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,99,9.0,48.0,12.0,7.0,5.0,3.0,0.0,13.0,1.0,3.0,7.0,0.0,0.0,38,9,2,10.0,1.0,37.0,1.0,19.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
177,"Roseville, CA",Roseville,CA,171,42.0,13.0,21.0,27.0,8.0,5.0,4.0,4.0,8.0,1.0,4.0,0.0,4.0,1.0,4.0,5.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86,10.0,9.0,23.0,7.0,22.0,3.0,10.0,9.0,1.0,1.0,1.0,0.0,0.0,51,7,6,17.0,2.0,48.0,2.0,39.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
178,"Torrance, CA",Torrance,CA,158,43.0,11.0,14.0,14.0,25.0,5.0,11.0,9.0,7.0,8.0,6.0,0.0,5.0,6.0,4.0,3.0,4.0,1.0,4.0,1.0,0.0,1.0,6.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,49,9.0,7.0,22.0,1.0,7.0,1.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,54,15,8,16.0,0.0,54.0,0.0,31.0,12.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
179,"Fullerton, CA",Fullerton,CA,73,37.0,7.0,7.0,6.0,3.0,1.0,6.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,7.0,3.0,7.0,8.0,8.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,43,7,4,9.0,0.0,43.0,0.0,21.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,"Surprise, AZ",Surprise,AZ,53,19.0,4.0,6.0,6.0,1.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,8.0,2.0,8.0,0.0,12.0,2.0,0.0,1.0,0.0,2.0,2.0,8.0,0.0,26,3,5,8.0,2.0,23.0,2.0,24.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
181,"McAllen, TX",McAllen,TX,95,26.0,12.0,3.0,14.0,4.0,0.0,6.0,3.0,3.0,0.0,3.0,0.0,2.0,2.0,4.0,1.0,2.0,5.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28,9.0,10.0,7.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,13,6,2,7.0,0.0,13.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,"Thornton, CO",Thornton,CO,59,20.0,5.0,11.0,11.0,0.0,0.0,1.0,3.0,5.0,0.0,2.0,0.0,3.0,0.0,5.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30,7.0,4.0,8.0,1.0,12.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,16,3,3,12.0,1.0,15.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
183,"Visalia, CA",Visalia,CA,89,24.0,16.0,15.0,8.0,6.0,2.0,4.0,2.0,5.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,7.0,3.0,8.0,5.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,29,3,4,12.0,0.0,28.0,1.0,26.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
184,"Olathe, KS",Olathe,KS,84,23.0,9.0,13.0,10.0,1.0,0.0,2.0,1.0,8.0,0.0,5.0,0.0,5.0,1.0,0.0,1.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,64,8.0,3.0,16.0,5.0,34.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,16,2,4,6.0,1.0,15.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
185,"Gainesville, FL",Gainesville,FL,156,38.0,12.0,11.0,24.0,7.0,3.0,8.0,3.0,9.0,2.0,6.0,2.0,6.0,6.0,4.0,1.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85,9.0,14.0,11.0,11.0,24.0,4.0,0.0,5.0,3.0,4.0,9.0,0.0,0.0,42,10,4,13.0,7.0,35.0,7.0,28.0,6.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
186,"West Valley City, UT",West Valley City,UT,82,32.0,16.0,4.0,7.0,1.0,1.0,2.0,1.0,3.0,5.0,4.0,0.0,2.0,4.0,10.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,7.0,3.0,4.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,16,6,4,2.0,0.0,16.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
187,"Orange, CA",Orange,CA,287,56.0,27.0,27.0,29.0,7.0,6.0,8.0,12.0,13.0,1.0,5.0,3.0,8.0,8.0,10.0,5.0,7.0,0.0,4.0,5.0,0.0,2.0,2.0,21.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,120,10.0,21.0,29.0,9.0,46.0,4.0,1.0,5.0,0.0,2.0,2.0,0.0,0.0,61,10,5,12.0,7.0,53.0,7.0,30.0,3.0,8.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
188,"Denton, TX",Denton,TX,151,45.0,17.0,12.0,21.0,2.0,5.0,6.0,5.0,6.0,2.0,8.0,3.0,4.0,6.0,4.0,1.0,9.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,76,9.0,29.0,14.0,6.0,12.0,4.0,0.0,1.0,0.0,3.0,6.0,0.0,0.0,28,7,5,8.0,1.0,27.0,1.0,13.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
189,"Warren, MI",Warren,MI,106,23.0,5.0,16.0,12.0,0.0,3.0,0.0,8.0,5.0,0.0,3.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,10.0,17.0,10.0,6.0,6.0,2.0,1.0,8.0,1.0,1.0,2.0,0.0,0.0,23,5,3,1.0,7.0,16.0,7.0,15.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0
190,"Pasadena, CA",Pasadena,CA,249,46.0,21.0,13.0,22.0,13.0,6.0,11.0,12.0,6.0,3.0,5.0,6.0,5.0,5.0,8.0,3.0,4.0,5.0,6.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,88,11.0,10.0,18.0,9.0,23.0,7.0,1.0,5.0,1.0,3.0,9.0,2.0,0.0,77,13,8,16.0,1.0,76.0,1.0,39.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
191,"Waco, TX",Waco,TX,95,25.0,12.0,6.0,10.0,0.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,3.0,3.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,64,9.0,10.0,9.0,6.0,15.0,3.0,0.0,3.0,2.0,2.0,14.0,0.0,0.0,12,7,2,4.0,0.0,12.0,0.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
192,"Cedar Rapids, IA",Cedar Rapids,IA,209,27.0,20.0,16.0,29.0,1.0,1.0,1.0,9.0,10.0,0.0,3.0,0.0,3.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,92,9.0,16.0,16.0,7.0,28.0,2.0,9.0,6.0,0.0,2.0,6.0,0.0,0.0,19,2,3,7.0,3.0,16.0,3.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,"Dayton, OH",Dayton,OH,101,47.0,6.0,11.0,23.0,1.0,2.0,0.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,109,11.0,37.0,16.0,10.0,14.0,2.0,1.0,10.0,2.0,2.0,14.0,0.0,1.0,27,8,4,3.0,1.0,26.0,1.0,12.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
194,"Elizabeth, NJ",Elizabeth,NJ,59,22.0,4.0,7.0,5.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21,9.0,9.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,15,7,3,2.0,8.0,6.0,9.0,14.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
195,"Hampton, VA",Hampton,VA,153,38.0,11.0,25.0,20.0,4.0,4.0,3.0,5.0,3.0,2.0,6.0,3.0,3.0,19.0,1.0,1.0,3.0,6.0,1.0,1.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,61,10.0,15.0,8.0,4.0,16.0,4.0,0.0,5.0,0.0,0.0,5.0,1.0,2.0,23,5,5,3.0,5.0,18.0,5.0,13.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
196,"Columbia, SC",Columbia,SC,383,55.0,31.0,33.0,51.0,9.0,7.0,9.0,12.0,22.0,4.0,6.0,2.0,5.0,12.0,9.0,5.0,16.0,5.0,9.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,264,10.0,52.0,46.0,31.0,59.0,9.0,10.0,17.0,7.0,12.0,21.0,0.0,0.0,92,15,6,18.0,6.0,86.0,6.0,57.0,3.0,6.0,4.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0
197,"Kent, WA",Kent,WA,1070,102.0,35.0,55.0,32.0,18.0,39.0,15.0,62.0,72.0,2.0,24.0,15.0,6.0,21.0,37.0,143.0,5.0,4.0,14.0,14.0,4.0,20.0,1.0,12.0,3.0,1.0,5.0,1.0,1.0,1.0,0.0,8.0,13.0,0.0,4.0,5.0,2.0,3.0,2.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,3.0,4.0,0.0,6.0,21.0,3.0,1.0,29.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1715,16.0,142.0,105.0,42.0,181.0,30.0,56.0,1091.0,10.0,17.0,22.0,10.0,5.0,1030,53,27,47.0,2.0,1022.0,4.0,272.0,13.0,2.0,22.0,12.0,4.0,8.0,0.0,14.0,1.0,2.0,8.0,2.0,0.0
198,"Stamford, CT",Stamford,CT,58,22.0,0.0,11.0,2.0,3.0,2.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,7.0,7.0,0.0,1.0,6.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,13,5,3,1.0,5.0,7.0,6.0,10.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,"Lakewood, NJ",Lakewood,NJ,319,59.0,38.0,29.0,38.0,10.0,10.0,9.0,18.0,11.0,0.0,10.0,1.0,10.0,6.0,6.0,5.0,7.0,9.0,5.0,8.0,1.0,2.0,0.0,1.0,5.0,0.0,1.0,8.0,3.0,0.0,4.0,4.0,3.0,2.0,2.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,175,15.0,32.0,36.0,7.0,35.0,5.0,2.0,37.0,3.0,4.0,5.0,3.0,3.0,78,13,6,22.0,3.0,75.0,3.0,51.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0
200,"Victorville, CA",Victorville,CA,47,19.0,11.0,6.0,9.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4.0,0.0,5.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,2,3,5.0,1.0,7.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
201,"Miramar, FL",Miramar,FL,50,16.0,0.0,10.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,9.0,5.0,7.0,7.0,9.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,22,3,3,2.0,2.0,20.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
